frame_number,timestamp,R,G,B,matched_log_timestamp
1696,2025-02-03-16-25-16-957,161,238,37,2025-02-03-16-25-16-961
1697,2025-02-03-16-25-16-973,0,0,0,2025-02-03-16-25-16-982
1698,2025-02-03-16-25-16-990,0,0,0,2025-02-03-16-25-16-982
1699,2025-02-03-16-25-17-007,0,0,0,2025-02-03-16-25-16-999
1700,2025-02-03-16-25-17-023,0,0,0,2025-02-03-16-25-17-017
1701,2025-02-03-16-25-17-040,0,0,0,2025-02-03-16-25-17-036
1702,2025-02-03-16-25-17-057,0,0,0,2025-02-03-16-25-17-052
1703,2025-02-03-16-25-17-074,0,0,0,2025-02-03-16-25-17-070
1704,2025-02-03-16-25-17-090,0,0,0,2025-02-03-16-25-17-087
1705,2025-02-03-16-25-17-107,0,0,0,2025-02-03-16-25-17-104
1706,2025-02-03-16-25-17-124,0,0,0,2025-02-03-16-25-17-123
1707,2025-02-03-16-25-17-140,0,0,0,2025-02-03-16-25-17-140
1708,2025-02-03-16-25-17-157,0,0,0,2025-02-03-16-25-17-156
1709,2025-02-03-16-25-17-174,0,0,0,2025-02-03-16-25-17-174
1710,2025-02-03-16-25-17-190,192,19,38,2025-02-03-16-25-17-191
1711,2025-02-03-16-25-17-207,184,24,32,2025-02-03-16-25-17-208
1712,2025-02-03-16-25-17-224,175,30,27,2025-02-03-16-25-17-227
1713,2025-02-03-16-25-17-241,166,36,21,2025-02-03-16-25-17-244
1714,2025-02-03-16-25-17-257,157,42,16,2025-02-03-16-25-17-261
1715,2025-02-03-16-25-17-274,148,48,10,2025-02-03-16-25-17-278
1716,2025-02-03-16-25-17-291,140,54,5,2025-02-03-16-25-17-296
1717,2025-02-03-16-25-17-307,131,59,0,2025-02-03-16-25-17-312
1718,2025-02-03-16-25-17-324,122,65,6,2025-02-03-16-25-17-331
1719,2025-02-03-16-25-17-341,114,71,11,2025-02-03-16-25-17-347
1720,2025-02-03-16-25-17-358,105,77,17,2025-02-03-16-25-17-365
1721,2025-02-03-16-25-17-374,105,77,17,2025-02-03-16-25-17-365
1722,2025-02-03-16-25-17-391,96,83,23,2025-02-03-16-25-17-383
1723,2025-02-03-16-25-17-408,87,88,28,2025-02-03-16-25-17-401
1724,2025-02-03-16-25-17-424,78,94,34,2025-02-03-16-25-17-420
1725,2025-02-03-16-25-17-441,69,100,39,2025-02-03-16-25-17-435
1726,2025-02-03-16-25-17-458,60,106,45,2025-02-03-16-25-17-452
1727,2025-02-03-16-25-17-474,51,112,50,2025-02-03-16-25-17-471
1728,2025-02-03-16-25-17-491,42,118,56,2025-02-03-16-25-17-488
1729,2025-02-03-16-25-17-508,33,124,61,2025-02-03-16-25-17-507
1730,2025-02-03-16-25-17-525,25,130,67,2025-02-03-16-25-17-524
1731,2025-02-03-16-25-17-541,16,136,73,2025-02-03-16-25-17-541
1732,2025-02-03-16-25-17-558,7,141,78,2025-02-03-16-25-17-558
1733,2025-02-03-16-25-17-575,2,147,83,2025-02-03-16-25-17-575
1734,2025-02-03-16-25-17-591,10,153,89,2025-02-03-16-25-17-592
1735,2025-02-03-16-25-17-608,20,159,95,2025-02-03-16-25-17-611
1736,2025-02-03-16-25-17-625,28,165,100,2025-02-03-16-25-17-628
1737,2025-02-03-16-25-17-642,37,170,105,2025-02-03-16-25-17-644
1738,2025-02-03-16-25-17-658,46,176,111,2025-02-03-16-25-17-663
1739,2025-02-03-16-25-17-675,54,182,116,2025-02-03-16-25-17-679
1740,2025-02-03-16-25-17-692,63,188,122,2025-02-03-16-25-17-697
1741,2025-02-03-16-25-17-708,72,194,127,2025-02-03-16-25-17-715
1742,2025-02-03-16-25-17-725,82,200,133,2025-02-03-16-25-17-733
1743,2025-02-03-16-25-17-742,90,206,139,2025-02-03-16-25-17-750
1744,2025-02-03-16-25-17-758,90,206,139,2025-02-03-16-25-17-750
1745,2025-02-03-16-25-17-775,99,211,144,2025-02-03-16-25-17-767
1746,2025-02-03-16-25-17-792,108,217,150,2025-02-03-16-25-17-786
1747,2025-02-03-16-25-17-809,117,223,155,2025-02-03-16-25-17-802
1748,2025-02-03-16-25-17-825,125,229,161,2025-02-03-16-25-17-819
1749,2025-02-03-16-25-17-842,134,234,166,2025-02-03-16-25-17-836
1750,2025-02-03-16-25-17-859,143,240,171,2025-02-03-16-25-17-853
1751,2025-02-03-16-25-17-875,152,246,177,2025-02-03-16-25-17-871
1752,2025-02-03-16-25-17-892,160,252,182,2025-02-03-16-25-17-888
1753,2025-02-03-16-25-17-909,169,252,188,2025-02-03-16-25-17-906
1754,2025-02-03-16-25-17-926,178,247,193,2025-02-03-16-25-17-923
1755,2025-02-03-16-25-17-942,186,241,199,2025-02-03-16-25-17-940
1756,2025-02-03-16-25-17-959,195,235,204,2025-02-03-16-25-17-958
1757,2025-02-03-16-25-17-976,204,229,210,2025-02-03-16-25-17-975
1758,2025-02-03-16-25-17-992,213,224,215,2025-02-03-16-25-17-992
1759,2025-02-03-16-25-18-009,221,218,220,2025-02-03-16-25-18-010
1760,2025-02-03-16-25-18-026,230,212,226,2025-02-03-16-25-18-027
1761,2025-02-03-16-25-18-042,239,206,231,2025-02-03-16-25-18-045
1762,2025-02-03-16-25-18-059,248,200,237,2025-02-03-16-25-18-061
1763,2025-02-03-16-25-18-076,254,195,242,2025-02-03-16-25-18-077
1764,2025-02-03-16-25-18-093,245,189,248,2025-02-03-16-25-18-095
1765,2025-02-03-16-25-18-109,236,183,253,2025-02-03-16-25-18-112
1766,2025-02-03-16-25-18-126,227,177,251,2025-02-03-16-25-18-131
1767,2025-02-03-16-25-18-143,218,171,246,2025-02-03-16-25-18-150
1768,2025-02-03-16-25-18-159,210,165,240,2025-02-03-16-25-18-167
1769,2025-02-03-16-25-18-176,201,160,235,2025-02-03-16-25-18-183
1770,2025-02-03-16-25-18-193,192,154,229,2025-02-03-16-25-18-200
1771,2025-02-03-16-25-18-210,184,148,224,2025-02-03-16-25-18-217
1772,2025-02-03-16-25-18-226,175,142,219,2025-02-03-16-25-18-234
1773,2025-02-03-16-25-18-243,175,142,219,2025-02-03-16-25-18-234
1774,2025-02-03-16-25-18-260,166,137,213,2025-02-03-16-25-18-252
1775,2025-02-03-16-25-18-276,157,131,207,2025-02-03-16-25-18-270
1776,2025-02-03-16-25-18-293,148,125,202,2025-02-03-16-25-18-288
1777,2025-02-03-16-25-18-310,139,119,196,2025-02-03-16-25-18-305
1778,2025-02-03-16-25-18-326,131,113,191,2025-02-03-16-25-18-322
1779,2025-02-03-16-25-18-343,122,108,186,2025-02-03-16-25-18-338
1780,2025-02-03-16-25-18-360,113,102,180,2025-02-03-16-25-18-356
1781,2025-02-03-16-25-18-377,105,96,175,2025-02-03-16-25-18-371
1782,2025-02-03-16-25-18-393,95,90,169,2025-02-03-16-25-18-390
1783,2025-02-03-16-25-18-410,87,84,164,2025-02-03-16-25-18-408
1784,2025-02-03-16-25-18-427,78,78,158,2025-02-03-16-25-18-427
1785,2025-02-03-16-25-18-443,69,73,153,2025-02-03-16-25-18-445
1786,2025-02-03-16-25-18-460,60,67,147,2025-02-03-16-25-18-460
1787,2025-02-03-16-25-18-477,52,61,142,2025-02-03-16-25-18-478
1788,2025-02-03-16-25-18-494,43,55,136,2025-02-03-16-25-18-496
1789,2025-02-03-16-25-18-510,34,49,131,2025-02-03-16-25-18-513
1790,2025-02-03-16-25-18-527,25,44,125,2025-02-03-16-25-18-529
1791,2025-02-03-16-25-18-544,16,38,120,2025-02-03-16-25-18-550
1792,2025-02-03-16-25-18-560,7,32,114,2025-02-03-16-25-18-566
1793,2025-02-03-16-25-18-577,2,26,108,2025-02-03-16-25-18-583
1794,2025-02-03-16-25-18-594,11,20,103,2025-02-03-16-25-18-601
1795,2025-02-03-16-25-18-610,11,20,103,2025-02-03-16-25-18-601
1796,2025-02-03-16-25-18-627,20,14,97,2025-02-03-16-25-18-619
1797,2025-02-03-16-25-18-644,28,8,92,2025-02-03-16-25-18-636
1798,2025-02-03-16-25-18-661,37,2,86,2025-02-03-16-25-18-653
1799,2025-02-03-16-25-18-677,46,3,81,2025-02-03-16-25-18-670
1800,2025-02-03-16-25-18-694,54,9,76,2025-02-03-16-25-18-686
1801,2025-02-03-16-25-18-711,63,15,70,2025-02-03-16-25-18-704
1802,2025-02-03-16-25-18-727,72,21,64,2025-02-03-16-25-18-722
1803,2025-02-03-16-25-18-744,81,26,59,2025-02-03-16-25-18-740
1804,2025-02-03-16-25-18-761,90,32,54,2025-02-03-16-25-18-757
1805,2025-02-03-16-25-18-778,98,38,48,2025-02-03-16-25-18-774
1806,2025-02-03-16-25-18-794,107,44,43,2025-02-03-16-25-18-792
1807,2025-02-03-16-25-18-811,116,50,37,2025-02-03-16-25-18-808
1808,2025-02-03-16-25-18-828,125,55,32,2025-02-03-16-25-18-826
1809,2025-02-03-16-25-18-844,133,61,26,2025-02-03-16-25-18-843
1810,2025-02-03-16-25-18-861,142,67,21,2025-02-03-16-25-18-860
1811,2025-02-03-16-25-18-878,151,73,15,2025-02-03-16-25-18-878
1812,2025-02-03-16-25-18-894,160,79,10,2025-02-03-16-25-18-895
1813,2025-02-03-16-25-18-911,168,84,5,2025-02-03-16-25-18-912
1814,2025-02-03-16-25-18-928,178,90,1,2025-02-03-16-25-18-930
1815,2025-02-03-16-25-18-945,186,96,7,2025-02-03-16-25-18-948
1816,2025-02-03-16-25-18-961,195,102,12,2025-02-03-16-25-18-966
1817,2025-02-03-16-25-18-978,204,108,18,2025-02-03-16-25-18-982
1818,2025-02-03-16-25-18-995,213,114,23,2025-02-03-16-25-19-000
1819,2025-02-03-16-25-19-011,222,120,29,2025-02-03-16-25-19-019
1820,2025-02-03-16-25-19-028,231,126,34,2025-02-03-16-25-19-036
1821,2025-02-03-16-25-19-045,240,131,40,2025-02-03-16-25-19-053
1822,2025-02-03-16-25-19-062,249,137,45,2025-02-03-16-25-19-070
1823,2025-02-03-16-25-19-078,249,137,45,2025-02-03-16-25-19-070
1824,2025-02-03-16-25-19-095,252,143,51,2025-02-03-16-25-19-089
1825,2025-02-03-16-25-19-112,243,149,57,2025-02-03-16-25-19-106
1826,2025-02-03-16-25-19-128,235,155,62,2025-02-03-16-25-19-123
1827,2025-02-03-16-25-19-145,226,161,68,2025-02-03-16-25-19-142
1828,2025-02-03-16-25-19-162,217,167,73,2025-02-03-16-25-19-159
1829,2025-02-03-16-25-19-178,208,172,79,2025-02-03-16-25-19-176
1830,2025-02-03-16-25-19-195,0,0,0,2025-02-03-16-25-19-196
1831,2025-02-03-16-25-19-212,0,0,0,2025-02-03-16-25-19-211
1832,2025-02-03-16-25-19-229,0,0,0,2025-02-03-16-25-19-230
1833,2025-02-03-16-25-19-245,0,0,0,2025-02-03-16-25-19-248
1834,2025-02-03-16-25-19-262,0,0,0,2025-02-03-16-25-19-266
1835,2025-02-03-16-25-19-279,0,0,0,2025-02-03-16-25-19-282
1836,2025-02-03-16-25-19-295,0,0,0,2025-02-03-16-25-19-300
1837,2025-02-03-16-25-19-312,0,0,0,2025-02-03-16-25-19-317
1838,2025-02-03-16-25-19-329,0,0,0,2025-02-03-16-25-19-334
1839,2025-02-03-16-25-19-346,0,0,0,2025-02-03-16-25-19-351
1840,2025-02-03-16-25-19-362,0,0,0,2025-02-03-16-25-19-368
1841,2025-02-03-16-25-19-379,0,0,0,2025-02-03-16-25-19-385
1842,2025-02-03-16-25-19-396,234,63,6,2025-02-03-16-25-19-402
1843,2025-02-03-16-25-19-412,243,68,0,2025-02-03-16-25-19-420
1844,2025-02-03-16-25-19-429,252,74,7,2025-02-03-16-25-19-437
1845,2025-02-03-16-25-19-446,252,74,7,2025-02-03-16-25-19-437
1846,2025-02-03-16-25-19-462,248,79,13,2025-02-03-16-25-19-457
1847,2025-02-03-16-25-19-479,239,84,20,2025-02-03-16-25-19-475
1848,2025-02-03-16-25-19-496,230,89,26,2025-02-03-16-25-19-492
1849,2025-02-03-16-25-19-513,222,95,32,2025-02-03-16-25-19-510
1850,2025-02-03-16-25-19-529,213,100,38,2025-02-03-16-25-19-527
1851,2025-02-03-16-25-19-546,204,105,44,2025-02-03-16-25-19-543
1852,2025-02-03-16-25-19-563,195,110,50,2025-02-03-16-25-19-561
1853,2025-02-03-16-25-19-579,186,115,56,2025-02-03-16-25-19-578
1854,2025-02-03-16-25-19-596,177,120,62,2025-02-03-16-25-19-595
1855,2025-02-03-16-25-19-613,169,126,68,2025-02-03-16-25-19-612
1856,2025-02-03-16-25-19-630,160,131,75,2025-02-03-16-25-19-630
1857,2025-02-03-16-25-19-646,151,136,81,2025-02-03-16-25-19-647
1858,2025-02-03-16-25-19-663,143,141,87,2025-02-03-16-25-19-664
1859,2025-02-03-16-25-19-680,134,146,93,2025-02-03-16-25-19-681
1860,2025-02-03-16-25-19-696,125,151,99,2025-02-03-16-25-19-698
1861,2025-02-03-16-25-19-713,115,157,106,2025-02-03-16-25-19-718
1862,2025-02-03-16-25-19-730,106,162,112,2025-02-03-16-25-19-735
1863,2025-02-03-16-25-19-746,97,167,118,2025-02-03-16-25-19-752
1864,2025-02-03-16-25-19-763,88,173,124,2025-02-03-16-25-19-771
1865,2025-02-03-16-25-19-780,80,178,131,2025-02-03-16-25-19-787
1866,2025-02-03-16-25-19-797,70,183,137,2025-02-03-16-25-19-805
1867,2025-02-03-16-25-19-813,70,183,137,2025-02-03-16-25-19-805
1868,2025-02-03-16-25-19-830,62,188,143,2025-02-03-16-25-19-822
1869,2025-02-03-16-25-19-847,53,193,149,2025-02-03-16-25-19-840
1870,2025-02-03-16-25-19-863,44,199,155,2025-02-03-16-25-19-856
1871,2025-02-03-16-25-19-880,36,204,161,2025-02-03-16-25-19-873
1872,2025-02-03-16-25-19-897,26,209,168,2025-02-03-16-25-19-892
1873,2025-02-03-16-25-19-914,17,214,174,2025-02-03-16-25-19-910
1874,2025-02-03-16-25-19-930,8,220,180,2025-02-03-16-25-19-927
1875,2025-02-03-16-25-19-947,1,225,186,2025-02-03-16-25-19-946
1876,2025-02-03-16-25-19-964,10,230,193,2025-02-03-16-25-19-963
1877,2025-02-03-16-25-19-980,19,235,199,2025-02-03-16-25-19-980
1878,2025-02-03-16-25-19-997,28,241,205,2025-02-03-16-25-19-998
1879,2025-02-03-16-25-20-014,37,246,211,2025-02-03-16-25-20-016
1880,2025-02-03-16-25-20-030,46,251,218,2025-02-03-16-25-20-034
1881,2025-02-03-16-25-20-047,54,254,224,2025-02-03-16-25-20-051
1882,2025-02-03-16-25-20-064,63,249,230,2025-02-03-16-25-20-067
1883,2025-02-03-16-25-20-081,72,243,236,2025-02-03-16-25-20-085
1884,2025-02-03-16-25-20-097,81,238,242,2025-02-03-16-25-20-102
1885,2025-02-03-16-25-20-114,90,233,248,2025-02-03-16-25-20-120
1886,2025-02-03-16-25-20-131,99,228,255,2025-02-03-16-25-20-137
1887,2025-02-03-16-25-20-147,108,222,249,2025-02-03-16-25-20-154
1888,2025-02-03-16-25-20-164,116,217,243,2025-02-03-16-25-20-171
1889,2025-02-03-16-25-20-181,125,212,237,2025-02-03-16-25-20-190
1890,2025-02-03-16-25-20-198,125,212,237,2025-02-03-16-25-20-190
1891,2025-02-03-16-25-20-214,135,207,230,2025-02-03-16-25-20-209
1892,2025-02-03-16-25-20-231,144,201,224,2025-02-03-16-25-20-226
1893,2025-02-03-16-25-20-248,152,196,218,2025-02-03-16-25-20-242
1894,2025-02-03-16-25-20-264,162,191,212,2025-02-03-16-25-20-260
1895,2025-02-03-16-25-20-281,171,185,205,2025-02-03-16-25-20-278
1896,2025-02-03-16-25-20-298,179,180,199,2025-02-03-16-25-20-296
1897,2025-02-03-16-25-20-314,188,175,193,2025-02-03-16-25-20-313
1898,2025-02-03-16-25-20-331,197,170,187,2025-02-03-16-25-20-330
1899,2025-02-03-16-25-20-348,206,165,181,2025-02-03-16-25-20-347
1900,2025-02-03-16-25-20-365,215,160,175,2025-02-03-16-25-20-366
1901,2025-02-03-16-25-20-381,223,155,169,2025-02-03-16-25-20-382
1902,2025-02-03-16-25-20-398,232,149,163,2025-02-03-16-25-20-400
1903,2025-02-03-16-25-20-415,241,144,156,2025-02-03-16-25-20-417
1904,2025-02-03-16-25-20-431,250,139,150,2025-02-03-16-25-20-434
1905,2025-02-03-16-25-20-448,251,134,144,2025-02-03-16-25-20-452
1906,2025-02-03-16-25-20-465,242,128,138,2025-02-03-16-25-20-469
1907,2025-02-03-16-25-20-482,233,123,131,2025-02-03-16-25-20-489
1908,2025-02-03-16-25-20-498,224,118,125,2025-02-03-16-25-20-504
1909,2025-02-03-16-25-20-515,215,113,119,2025-02-03-16-25-20-522
1910,2025-02-03-16-25-20-532,207,108,113,2025-02-03-16-25-20-538
1911,2025-02-03-16-25-20-548,197,102,106,2025-02-03-16-25-20-557
1912,2025-02-03-16-25-20-565,197,102,106,2025-02-03-16-25-20-557
1913,2025-02-03-16-25-20-582,188,97,100,2025-02-03-16-25-20-575
1914,2025-02-03-16-25-20-598,179,92,94,2025-02-03-16-25-20-592
1915,2025-02-03-16-25-20-615,170,86,88,2025-02-03-16-25-20-610
1916,2025-02-03-16-25-20-632,161,81,81,2025-02-03-16-25-20-628
1917,2025-02-03-16-25-20-649,152,76,75,2025-02-03-16-25-20-646
1918,2025-02-03-16-25-20-665,144,71,69,2025-02-03-16-25-20-664
1919,2025-02-03-16-25-20-682,135,65,63,2025-02-03-16-25-20-682
1920,2025-02-03-16-25-20-699,126,60,57,2025-02-03-16-25-20-699
1921,2025-02-03-16-25-20-715,117,55,50,2025-02-03-16-25-20-716
1922,2025-02-03-16-25-20-732,108,50,44,2025-02-03-16-25-20-733
1923,2025-02-03-16-25-20-749,99,44,38,2025-02-03-16-25-20-751
1924,2025-02-03-16-25-20-766,90,39,32,2025-02-03-16-25-20-768
1925,2025-02-03-16-25-20-782,81,34,26,2025-02-03-16-25-20-786
1926,2025-02-03-16-25-20-799,73,29,20,2025-02-03-16-25-20-803
1927,2025-02-03-16-25-20-816,64,24,14,2025-02-03-16-25-20-823
1928,2025-02-03-16-25-20-832,55,19,7,2025-02-03-16-25-20-838
1929,2025-02-03-16-25-20-849,46,14,1,2025-02-03-16-25-20-855
1930,2025-02-03-16-25-20-866,38,9,5,2025-02-03-16-25-20-872
1931,2025-02-03-16-25-20-882,29,3,11,2025-02-03-16-25-20-890
1932,2025-02-03-16-25-20-899,20,2,17,2025-02-03-16-25-20-906
1933,2025-02-03-16-25-20-916,11,7,23,2025-02-03-16-25-20-923
1934,2025-02-03-16-25-20-933,2,12,29,2025-02-03-16-25-20-940
1935,2025-02-03-16-25-20-949,2,12,29,2025-02-03-16-25-20-940
1936,2025-02-03-16-25-20-966,7,17,35,2025-02-03-16-25-20-959
1937,2025-02-03-16-25-20-983,15,23,41,2025-02-03-16-25-20-975
1938,2025-02-03-16-25-20-999,24,28,48,2025-02-03-16-25-20-992
1939,2025-02-03-16-25-21-016,34,33,54,2025-02-03-16-25-21-011
1940,2025-02-03-16-25-21-033,42,38,60,2025-02-03-16-25-21-028
1941,2025-02-03-16-25-21-050,51,44,66,2025-02-03-16-25-21-045
1942,2025-02-03-16-25-21-066,60,49,73,2025-02-03-16-25-21-062
1943,2025-02-03-16-25-21-083,69,54,79,2025-02-03-16-25-21-080
1944,2025-02-03-16-25-21-100,78,59,85,2025-02-03-16-25-21-097
1945,2025-02-03-16-25-21-116,86,64,91,2025-02-03-16-25-21-114
1946,2025-02-03-16-25-21-133,95,69,97,2025-02-03-16-25-21-131
1947,2025-02-03-16-25-21-150,104,74,103,2025-02-03-16-25-21-149
1948,2025-02-03-16-25-21-166,113,80,109,2025-02-03-16-25-21-166
1949,2025-02-03-16-25-21-183,122,85,115,2025-02-03-16-25-21-183
1950,2025-02-03-16-25-21-200,130,90,122,2025-02-03-16-25-21-201
1951,2025-02-03-16-25-21-217,139,95,128,2025-02-03-16-25-21-218
1952,2025-02-03-16-25-21-233,148,100,134,2025-02-03-16-25-21-236
1953,2025-02-03-16-25-21-250,157,106,140,2025-02-03-16-25-21-252
1954,2025-02-03-16-25-21-267,166,111,146,2025-02-03-16-25-21-269
1955,2025-02-03-16-25-21-283,175,116,152,2025-02-03-16-25-21-287
1956,2025-02-03-16-25-21-300,183,121,159,2025-02-03-16-25-21-304
1957,2025-02-03-16-25-21-317,192,126,165,2025-02-03-16-25-21-323
1958,2025-02-03-16-25-21-334,201,132,171,2025-02-03-16-25-21-339
1959,2025-02-03-16-25-21-350,210,137,177,2025-02-03-16-25-21-357
1960,2025-02-03-16-25-21-367,219,142,183,2025-02-03-16-25-21-374
1961,2025-02-03-16-25-21-384,228,147,190,2025-02-03-16-25-21-392
1962,2025-02-03-16-25-21-400,228,147,190,2025-02-03-16-25-21-392
1963,2025-02-03-16-25-21-417,0,0,0,2025-02-03-16-25-21-412
1964,2025-02-03-16-25-21-434,0,0,0,2025-02-03-16-25-21-429
1965,2025-02-03-16-25-21-450,0,0,0,2025-02-03-16-25-21-447
1966,2025-02-03-16-25-21-467,0,0,0,2025-02-03-16-25-21-463
1967,2025-02-03-16-25-21-484,0,0,0,2025-02-03-16-25-21-482
1968,2025-02-03-16-25-21-501,0,0,0,2025-02-03-16-25-21-498
1969,2025-02-03-16-25-21-517,0,0,0,2025-02-03-16-25-21-516
1970,2025-02-03-16-25-21-534,0,0,0,2025-02-03-16-25-21-532
1971,2025-02-03-16-25-21-551,0,0,0,2025-02-03-16-25-21-550
1972,2025-02-03-16-25-21-567,0,0,0,2025-02-03-16-25-21-568
1973,2025-02-03-16-25-21-584,0,0,0,2025-02-03-16-25-21-586
1974,2025-02-03-16-25-21-601,0,0,0,2025-02-03-16-25-21-603
1975,2025-02-03-16-25-21-618,153,128,2,2025-02-03-16-25-21-622
1976,2025-02-03-16-25-21-634,161,132,6,2025-02-03-16-25-21-638
1977,2025-02-03-16-25-21-651,170,137,12,2025-02-03-16-25-21-656
1978,2025-02-03-16-25-21-668,179,142,19,2025-02-03-16-25-21-673
1979,2025-02-03-16-25-21-684,188,147,26,2025-02-03-16-25-21-691
1980,2025-02-03-16-25-21-701,196,151,33,2025-02-03-16-25-21-708
1981,2025-02-03-16-25-21-718,205,156,40,2025-02-03-16-25-21-726
1982,2025-02-03-16-25-21-734,205,156,40,2025-02-03-16-25-21-726
1983,2025-02-03-16-25-21-751,213,161,47,2025-02-03-16-25-21-743
1984,2025-02-03-16-25-21-768,222,165,53,2025-02-03-16-25-21-760
1985,2025-02-03-16-25-21-785,231,170,61,2025-02-03-16-25-21-778
1986,2025-02-03-16-25-21-801,239,175,67,2025-02-03-16-25-21-795
1987,2025-02-03-16-25-21-818,248,179,74,2025-02-03-16-25-21-812
1988,2025-02-03-16-25-21-835,253,184,81,2025-02-03-16-25-21-832
1989,2025-02-03-16-25-21-851,245,189,88,2025-02-03-16-25-21-848
1990,2025-02-03-16-25-21-868,236,194,95,2025-02-03-16-25-21-865
1991,2025-02-03-16-25-21-885,228,198,102,2025-02-03-16-25-21-881
1992,2025-02-03-16-25-21-902,219,203,108,2025-02-03-16-25-21-899
1993,2025-02-03-16-25-21-918,210,208,115,2025-02-03-16-25-21-916
1994,2025-02-03-16-25-21-935,202,212,122,2025-02-03-16-25-21-933
1995,2025-02-03-16-25-21-952,193,217,129,2025-02-03-16-25-21-951
1996,2025-02-03-16-25-21-968,184,222,136,2025-02-03-16-25-21-969
1997,2025-02-03-16-25-21-985,175,227,143,2025-02-03-16-25-21-985
1998,2025-02-03-16-25-22-002,167,231,150,2025-02-03-16-25-22-003
1999,2025-02-03-16-25-22-018,158,236,157,2025-02-03-16-25-22-021
2000,2025-02-03-16-25-22-035,150,241,163,2025-02-03-16-25-22-037
2001,2025-02-03-16-25-22-052,141,246,170,2025-02-03-16-25-22-055
2002,2025-02-03-16-25-22-069,132,250,177,2025-02-03-16-25-22-072
2003,2025-02-03-16-25-22-085,124,255,184,2025-02-03-16-25-22-089
2004,2025-02-03-16-25-22-102,115,250,191,2025-02-03-16-25-22-107
2005,2025-02-03-16-25-22-119,106,246,198,2025-02-03-16-25-22-125
2006,2025-02-03-16-25-22-135,98,241,205,2025-02-03-16-25-22-141
2007,2025-02-03-16-25-22-152,89,236,212,2025-02-03-16-25-22-158
2008,2025-02-03-16-25-22-169,81,232,218,2025-02-03-16-25-22-175
2009,2025-02-03-16-25-22-186,72,227,225,2025-02-03-16-25-22-192
2010,2025-02-03-16-25-22-202,63,222,232,2025-02-03-16-25-22-211
2011,2025-02-03-16-25-22-219,63,222,232,2025-02-03-16-25-22-211
2012,2025-02-03-16-25-22-236,54,217,239,2025-02-03-16-25-22-228
2013,2025-02-03-16-25-22-252,46,213,246,2025-02-03-16-25-22-245
2014,2025-02-03-16-25-22-269,37,208,253,2025-02-03-16-25-22-263
2015,2025-02-03-16-25-22-286,28,203,250,2025-02-03-16-25-22-281
2016,2025-02-03-16-25-22-302,20,199,243,2025-02-03-16-25-22-297
2017,2025-02-03-16-25-22-319,11,194,236,2025-02-03-16-25-22-316
2018,2025-02-03-16-25-22-336,2,189,230,2025-02-03-16-25-22-332
2019,2025-02-03-16-25-22-353,6,184,223,2025-02-03-16-25-22-349
2020,2025-02-03-16-25-22-369,15,180,216,2025-02-03-16-25-22-366
2021,2025-02-03-16-25-22-386,23,175,209,2025-02-03-16-25-22-383
2022,2025-02-03-16-25-22-403,32,170,202,2025-02-03-16-25-22-401
2023,2025-02-03-16-25-22-419,41,166,195,2025-02-03-16-25-22-418
2024,2025-02-03-16-25-22-436,49,161,188,2025-02-03-16-25-22-435
2025,2025-02-03-16-25-22-453,58,156,181,2025-02-03-16-25-22-454
2026,2025-02-03-16-25-22-470,67,151,174,2025-02-03-16-25-22-471
2027,2025-02-03-16-25-22-486,76,146,167,2025-02-03-16-25-22-489
2028,2025-02-03-16-25-22-503,84,142,161,2025-02-03-16-25-22-506
2029,2025-02-03-16-25-22-520,93,137,154,2025-02-03-16-25-22-523
2030,2025-02-03-16-25-22-536,102,132,147,2025-02-03-16-25-22-541
2031,2025-02-03-16-25-22-553,110,128,140,2025-02-03-16-25-22-558
2032,2025-02-03-16-25-22-570,119,123,133,2025-02-03-16-25-22-576
2033,2025-02-03-16-25-22-586,128,118,126,2025-02-03-16-25-22-593
2034,2025-02-03-16-25-22-603,137,113,119,2025-02-03-16-25-22-611
2035,2025-02-03-16-25-22-620,137,113,119,2025-02-03-16-25-22-611
2036,2025-02-03-16-25-22-637,145,108,112,2025-02-03-16-25-22-629
2037,2025-02-03-16-25-22-653,154,104,105,2025-02-03-16-25-22-647
2038,2025-02-03-16-25-22-670,163,99,98,2025-02-03-16-25-22-664
2039,2025-02-03-16-25-22-687,172,94,91,2025-02-03-16-25-22-682
2040,2025-02-03-16-25-22-703,181,89,84,2025-02-03-16-25-22-699
2041,2025-02-03-16-25-22-720,189,85,77,2025-02-03-16-25-22-716
2042,2025-02-03-16-25-22-737,198,80,71,2025-02-03-16-25-22-733
2043,2025-02-03-16-25-22-754,206,75,64,2025-02-03-16-25-22-751
2044,2025-02-03-16-25-22-770,215,71,57,2025-02-03-16-25-22-769
2045,2025-02-03-16-25-22-787,224,66,50,2025-02-03-16-25-22-785
2046,2025-02-03-16-25-22-804,232,61,43,2025-02-03-16-25-22-809
2047,2025-02-03-16-25-22-820,241,56,36,2025-02-03-16-25-22-819
2048,2025-02-03-16-25-22-837,249,52,30,2025-02-03-16-25-22-837
2049,2025-02-03-16-25-22-854,252,47,23,2025-02-03-16-25-22-854
2050,2025-02-03-16-25-22-870,243,42,16,2025-02-03-16-25-22-872
2051,2025-02-03-16-25-22-887,235,38,9,2025-02-03-16-25-22-889
2052,2025-02-03-16-25-22-904,227,33,3,2025-02-03-16-25-22-906
2053,2025-02-03-16-25-22-921,218,29,4,2025-02-03-16-25-22-922
